,Country,Code,Year,Population
2482,Isle of Man,IMN,2013,83976.0
2483,India,IND,2013,1280846129.0
2484,Not classified,INX,2013,
2485,Ireland,IRL,2013,4623816.0
2486,"Iran, Islamic Rep.",IRN,2013,76481943.0
2487,Iraq,IRQ,2013,33157050.0
2488,Iceland,ISL,2013,323764.0
2489,Israel,ISR,2013,8059500.0
2490,Italy,ITA,2013,60233948.0
2491,Jamaica,JAM,2013,2858709.0
2492,Jordan,JOR,2013,8520420.0
2493,Japan,JPN,2013,127445000.0
2494,Kazakhstan,KAZ,2013,17035550.0
2495,Kenya,KEN,2013,45519889.0
2496,Kyrgyz Republic,KGZ,2013,5719600.0
2497,Cambodia,KHM,2013,15026332.0
2498,Kiribati,KIR,2013,107890.0
2499,St. Kitts and Nevis,KNA,2013,50331.0
2500,"Korea, Rep.",KOR,2013,50428893.0
2501,Kuwait,KWT,2013,3526376.0
2502,Latin America & Caribbean (excluding high income),LAC,2013,578502021.0
2503,Lao PDR,LAO,2013,6541304.0
2504,Lebanon,LBN,2013,5914621.0
2505,Liberia,LBR,2013,4248334.0
2506,Libya,LBY,2013,6320359.0
2507,St. Lucia,LCA,2013,177513.0
2508,Latin America & Caribbean,LCN,2013,609600087.0
2509,Least developed countries: UN classification,LDC,2013,897797478.0
2510,Low income,LIC,2013,573583598.0
2511,Liechtenstein,LIE,2013,36934.0
2512,Sri Lanka,LKA,2013,20585000.0
2513,Lower middle income,LMC,2013,2668772179.0
2514,Low & middle income,LMY,2013,5971275701.0
2515,Lesotho,LSO,2013,2028519.0
2516,Late-demographic dividend,LTE,2013,2220299295.0
2517,Lithuania,LTU,2013,2957689.0
2518,Luxembourg,LUX,2013,543360.0
2519,Latvia,LVA,2013,2012647.0
2520,"Macao SAR, China",MAC,2013,577372.0
2521,St. Martin (French part),MAF,2013,36453.0
2522,Morocco,MAR,2013,33715693.0
2523,Monaco,MCO,2013,36901.0
2524,Moldova,MDA,2013,2858692.0
2525,Madagascar,MDG,2013,22961253.0
2526,Maldives,MDV,2013,415593.0
2527,Middle East & North Africa,MEA,2013,409977872.0
2528,Mexico,MEX,2013,118827161.0
2529,Marshall Islands,MHL,2013,56938.0
2530,Middle income,MIC,2013,5397692103.0
2531,North Macedonia,MKD,2013,2076067.0
2532,Mali,MLI,2013,16449864.0
2533,Malta,MLT,2013,425967.0
2534,Myanmar,MMR,2013,51852451.0
2535,Middle East & North Africa (excluding high income),MNA,2013,351299193.0
2536,Montenegro,MNE,2013,621207.0
2537,Mongolia,MNG,2013,2881792.0
2538,Northern Mariana Islands,MNP,2013,54784.0
2539,Mozambique,MOZ,2013,25560725.0
2540,Mauritania,MRT,2013,3817494.0
2541,Mauritius,MUS,2013,1258653.0
2542,Malawi,MWI,2013,15839269.0
2543,Malaysia,MYS,2013,29468872.0
2544,North America,NAC,2013,351141670.0
2545,Namibia,NAM,2013,2233510.0
2546,New Caledonia,NCL,2013,263650.0
2547,Niger,NER,2013,18504255.0
2548,Nigeria,NGA,2013,171765769.0
2549,Nicaragua,NIC,2013,6062454.0
2550,Netherlands,NLD,2013,16804432.0
2551,Norway,NOR,2013,5079623.0
2552,Nepal,NPL,2013,26917906.0
2553,Nauru,NRU,2013,10821.0
2554,New Zealand,NZL,2013,4442100.0
2555,OECD members,OED,2013,1310420937.0
2556,Oman,OMN,2013,3764805.0
2557,Other small states,OSS,2013,27794595.0
2558,Pakistan,PAK,2013,191262919.0
2559,Panama,PAN,2013,3835437.0
2560,Peru,PER,2013,29773987.0
2561,Philippines,PHL,2013,98871552.0
2562,Palau,PLW,2013,17606.0
2563,Papua New Guinea,PNG,2013,7788379.0
2564,Poland,POL,2013,38040196.0
2565,Pre-demographic dividend,PRE,2013,798495530.0
2566,Puerto Rico,PRI,2013,3593077.0
2567,"Korea, Dem. People’s Rep.",PRK,2013,24929452.0
2568,Portugal,PRT,2013,10457295.0
2569,Paraguay,PRY,2013,6510276.0
2570,West Bank and Gaza,PSE,2013,4076708.0
2571,Pacific island small states,PSS,2013,2296101.0
2572,Post-demographic dividend,PST,2013,1087064112.0
2573,French Polynesia,PYF,2013,270328.0
2574,Qatar,QAT,2013,2336574.0
2575,Romania,ROU,2013,19983693.0
2576,Russian Federation,RUS,2013,143506995.0
2577,Rwanda,RWA,2013,10811543.0
2578,South Asia,SAS,2013,1705772050.0
2579,Saudi Arabia,SAU,2013,30052518.0
2580,Sudan,SDN,2013,37072550.0
2581,Senegal,SEN,2013,13782420.0
2582,Singapore,SGP,2013,5399162.0
2583,Solomon Islands,SLB,2013,571335.0
2584,Sierra Leone,SLE,2013,6863980.0
2585,El Salvador,SLV,2013,6266070.0
2586,San Marino,SMR,2013,32553.0
2587,Somalia,SOM,2013,13063706.0
2588,Serbia,SRB,2013,7164132.0
2589,Sub-Saharan Africa (excluding high income),SSA,2013,941692468.0
2590,South Sudan,SSD,2013,10355036.0
2591,Sub-Saharan Africa,SSF,2013,943041070.0
2592,Small states,SST,2013,37214028.0
2593,Sao Tome and Principe,STP,2013,192087.0
2594,Suriname,SUR,2013,547291.0
2595,Slovak Republic,SVK,2013,5413393.0
2596,Slovenia,SVN,2013,2059953.0
2597,Sweden,SWE,2013,9600379.0
2598,Eswatini,SWZ,2013,1086839.0
2599,Sint Maarten (Dutch part),SXM,2013,36607.0
2600,Seychelles,SYC,2013,89949.0
2601,Syrian Arab Republic,SYR,2013,19584274.0
2602,Turks and Caicos Islands,TCA,2013,34731.0
2603,Chad,TCD,2013,13220424.0
2604,East Asia & Pacific (IDA & IBRD countries),TEA,2013,1983964453.0
2605,Europe & Central Asia (IDA & IBRD countries),TEC,2013,447368356.0
2606,Togo,TGO,2013,6954721.0
2607,Thailand,THA,2013,68144501.0
2608,Tajikistan,TJK,2013,8059769.0
2609,Turkmenistan,TKM,2013,5366375.0
2610,Latin America & the Caribbean (IDA & IBRD countries),TLA,2013,593511231.0
2611,Timor-Leste,TLS,2013,1153295.0
2612,Middle East & North Africa (IDA & IBRD countries),TMN,2013,347222485.0
2613,Tonga,TON,2013,101768.0
2614,South Asia (IDA & IBRD),TSA,2013,1705772050.0
2615,Sub-Saharan Africa (IDA & IBRD countries),TSS,2013,943041070.0
2616,Trinidad and Tobago,TTO,2013,1353700.0
2617,Tunisia,TUN,2013,10952951.0
2618,Turkey,TUR,2013,75928564.0
2619,Tuvalu,TUV,2013,10857.0
2620,Tanzania,TZA,2013,48482266.0
2621,Uganda,UGA,2013,35695246.0
2622,Ukraine,UKR,2013,45489648.0
2623,Upper middle income,UMC,2013,2728919924.0
2624,Uruguay,URY,2013,3389439.0
2625,United States,USA,2013,315993715.0
2626,Uzbekistan,UZB,2013,30243200.0
2627,St. Vincent and the Grenadines,VCT,2013,108622.0
2628,"Venezuela, RB",VEN,2013,29783571.0
2629,British Virgin Islands,VGB,2013,28847.0
2630,Virgin Islands (U.S.),VIR,2013,108044.0
2631,Vietnam,VNM,2013,90753472.0
2632,Vanuatu,VUT,2013,256635.0
2633,World,WLD,2013,7169640142.0
2634,Samoa,WSM,2013,190717.0
2635,Kosovo,XKX,2013,1818117.0
2636,"Yemen, Rep.",YEM,2013,25147109.0
2637,South Africa,ZAF,2013,53689236.0
2638,Zambia,ZMB,2013,14926504.0
2639,Zimbabwe,ZWE,2013,13350356.0
